"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"102002","Arena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1275,"e","dato stimato"
"018005","Arena Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1500,"e","dato stimato"
"010001","Arenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11074,"e","dato stimato"
"013011","Argegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",691,"e","dato stimato"
"004006","Argentera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",81,"e","dato stimato"
"079007","Argusto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",444,"e","dato stimato"
"073001","Avetrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6277,"e","dato stimato"
"066006","Avezzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",40661,"e","dato stimato"
"093004","Aviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8948,"e","dato stimato"
"016015","Aviatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",568,"e","dato stimato"
"001013","Avigliana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12370,"e","dato stimato"
"076007","Avigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10614,"e","dato stimato"
"055033","Avigliano Umbro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2360,"e","dato stimato"
"022007","Avio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4098,"e","dato stimato"
"007006","Avise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",301,"e","dato stimato"
"089002","Avola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",30392,"e","dato stimato"
"006010","Avolasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",258,"e","dato stimato"
"007007","Ayas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1357,"e","dato stimato"
"007008","Aymavilles","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2096,"e","dato stimato"
"001014","Azeglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1227,"e","dato stimato"
"019004","Azzanello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",616,"e","dato stimato"
"005006","Azzano d'Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",389,"e","dato stimato"
"093005","Azzano Decimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15681,"e","dato stimato"
"017008","Azzano Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3413,"e","dato stimato"
"016016","Azzano San Paolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7577,"e","dato stimato"
"012006","Azzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4608,"e","dato stimato"
"012007","Azzio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",756,"e","dato stimato"
"016017","Azzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",359,"e","dato stimato"
"103006","Baceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",876,"e","dato stimato"
"063006","Bacoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",25230,"e","dato stimato"
"008006","Badalucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1072,"e","dato stimato"
"021006","Badia/Abtei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3532,"e","dato stimato"
"018006","Badia Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",395,"e","dato stimato"
"029004","Badia Polesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10068,"e","dato stimato"
"051003","Badia Tedalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",970,"e","dato stimato"
"079008","Badolato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2843,"e","dato stimato"
"082006","Bagheria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",52928,"e","dato stimato"
"039002","Bagnacavallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",16360,"e","dato stimato"
"080007","Bagnara Calabra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9279,"e","dato stimato"
"039003","Bagnara di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2392,"e","dato stimato"
"030008","Bagnaria Arsa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3436,"e","dato stimato"
"004008","Bagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",965,"e","dato stimato"
"016018","Bagnatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4472,"e","dato stimato"
"046002","Bagni di Lucca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5592,"e","dato stimato"
"040001","Bagno di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5592,"e","dato stimato"
"094003","Bagnoli del Trigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",637,"e","dato stimato"
"028008","Bagnoli di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3396,"e","dato stimato"
"064009","Bagnoli Irpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3027,"e","dato stimato"
"075008","Bagnolo del Salento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1756,"e","dato stimato"
"029005","Bagnolo di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1234,"e","dato stimato"
"035002","Bagnolo in Piano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9556,"e","dato stimato"
"017009","Bagnolo Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12446,"e","dato stimato"
"020003","Bagnolo San Vito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5880,"e","dato stimato"
"017010","Bagolino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3761,"e","dato stimato"
"003106","Novara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",101257,"e","dato stimato"
"004078","Cuneo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",55744,"e","dato stimato"
"005005","Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",73421,"e","dato stimato"
"006003","Alessandria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",91059,"e","dato stimato"
"096004","Biella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",42619,"e","dato stimato"
"103072","Verbania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",29945,"e","dato stimato"
"007003","Aosta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",33093,"e","dato stimato"
"012133","Varese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",78409,"e","dato stimato"
"013075","Como","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",83184,"e","dato stimato"
"014061","Sondrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21066,"e","dato stimato"
"015146","Milano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1354196,"e","dato stimato"
"016024","Bergamo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",119534,"e","dato stimato"
"017029","Brescia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",196446,"e","dato stimato"
"018110","Pavia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",70636,"e","dato stimato"
"019036","Cremona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",70637,"e","dato stimato"
"020030","Mantova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",48653,"e","dato stimato"
"097042","Lecco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",46871,"e","dato stimato"
"098031","Lodi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",44709,"e","dato stimato"
"108033","Monza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",121799,"e","dato stimato"
"021008","Bolzano/Bozen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",106107,"e","dato stimato"
"022205","Trento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",118046,"e","dato stimato"
"060038","Frosinone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",43417,"e","dato stimato"
"070006","Campobasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",47075,"e","dato stimato"
"064008","Avellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",52198,"e","dato stimato"
"074001","Brindisi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",82694,"e","dato stimato"
"076063","Potenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",64406,"e","dato stimato"
"079023","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",84670,"e","dato stimato"
"101010","Crotone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",58445,"e","dato stimato"
"081021","Trapani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",55559,"e","dato stimato"
"082053","Palermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",630167,"e","dato stimato"
"083048","Messina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",218786,"e","dato stimato"
"084001","Agrigento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",55512,"e","dato stimato"
"085004","Caltanissetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",58532,"e","dato stimato"
"086009","Enna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",25512,"e","dato stimato"
"087015","Catania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",298762,"e","dato stimato"
"088009","Ragusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",73159,"e","dato stimato"
"089017","Siracusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",116244,"e","dato stimato"
"090064","Sassari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",121021,"e","dato stimato"
"091051","Nuoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",33850,"e","dato stimato"
"092009","Cagliari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",148117,"e","dato stimato"
"095038","Oristano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",30363,"e","dato stimato"
"028001","Abano Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",20231,"e","dato stimato"
"098001","Abbadia Cerreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",279,"e","dato stimato"
"097001","Abbadia Lariana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3203,"e","dato stimato"
"052001","Abbadia San Salvatore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5997,"e","dato stimato"
"095001","Abbasanta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2583,"e","dato stimato"
"068001","Abbateggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",359,"e","dato stimato"
"015002","Abbiategrasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",32425,"e","dato stimato"
"076001","Abriola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1306,"e","dato stimato"
"088001","Acate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10576,"e","dato stimato"
"071001","Accadia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2219,"e","dato stimato"
"004001","Acceglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",157,"e","dato stimato"
"077001","Accettura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1622,"e","dato stimato"
"066001","Acciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",263,"e","dato stimato"
"057001","Accumoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",522,"e","dato stimato"
"076002","Acerenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2090,"e","dato stimato"
"065001","Acerno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2541,"e","dato stimato"
"063001","Acerra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",58322,"e","dato stimato"
"087001","Aci Bonaccorsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3499,"e","dato stimato"
"087002","Aci Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17852,"e","dato stimato"
"087003","Aci Catena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",27790,"e","dato stimato"
"087005","Aci Sant'Antonio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17995,"e","dato stimato"
"087004","Acireale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",50515,"e","dato stimato"
"060001","Acquafondata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",261,"e","dato stimato"
"078001","Acquaformosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",988,"e","dato stimato"
"017001","Acquafredda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1518,"e","dato stimato"
