"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.795,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.294,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.707,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.214,,
"ITE43","Roma","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.219,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.608,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.621,,
"ITE43","Roma","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.279,,
"ITE43","Roma","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.313,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.486,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.727,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.028,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.362,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",47.806,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.576,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.789,,
"ITD58","Forlì-Cesena","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.594,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",44.416,,
"ITC47","Brescia","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.739,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.888,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.481,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",38.665,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.111,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.104,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.879,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.759,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.385,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.652,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.346,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.8,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.304,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.505,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.571,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.561,,
"ITC32","Savona","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.123,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.802,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.273,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.491,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.312,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.75,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.802,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.687,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.634,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.628,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.861,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.093,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.214,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",24.957,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.077,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.138,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.085,,
"ITC18","Alessandria","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",21.871,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.538,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.489,,
"ITC31","Imperia","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.306,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.85,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",63.504,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",63.213,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",62.833,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",61.27,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",63.203,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.225,,
"ITC20","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.73,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",59.304,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.381,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.579,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.611,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",55.803,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.358,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.659,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.731,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.023,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.054,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.879,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.46,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.816,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",52.379,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.448,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.506,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.777,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",49.503,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.869,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.454,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.253,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.932,,
"ITC12","Vercelli","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.522,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.97,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.235,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.02,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.924,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.632,,
"ITE31","Pesaro e Urbino","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.392,,
"ITE43","Roma","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.585,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.04,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.715,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.035,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.371,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.005,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.118,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.773,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.279,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.387,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.927,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.408,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.211,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.666,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.596,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.578,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.132,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.35,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.978,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",25.827,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.797,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.181,,
"ITD36","Padova","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.542,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.182,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.321,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.463,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.243,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.397,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.558,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",20.732,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.67,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.966,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",63.779,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",62.995,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",63.272,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",59.563,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.567,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.298,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.642,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.355,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.065,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.676,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.66,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.429,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.388,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.435,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.183,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.726,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.09,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.385,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.991,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.553,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.856,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.43,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.993,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.907,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.456,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",44.999,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.615,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",42.93,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.994,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.338,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.675,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.997,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.706,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.763,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.039,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.43,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.207,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.049,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.687,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.17,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.182,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.136,,
"ITD44","Trieste","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.086,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.917,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.309,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.273,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.337,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",32.723,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.402,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.393,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.435,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.538,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.675,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.753,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.91,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.885,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.835,,
"ITE31","Pesaro e Urbino","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.268,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.557,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",25.993,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.367,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",24.745,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.152,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.158,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.739,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.316,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",23.315,,
"ITE31","Pesaro e Urbino","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.8,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.222,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.848,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.554,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.261,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.557,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",61.136,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",61.513,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.538,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",61.566,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.59,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.314,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",55.871,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",54.392,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",53.913,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",55.398,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.078,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.754,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",52.934,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.693,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.747,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.079,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.251,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.009,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.927,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",47.969,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.537,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.806,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.798,,
"ITC18","Alessandria","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.899,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.86,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.695,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",44.454,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.948,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.515,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.698,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.958,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.582,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.992,,
"ITC44","Sondrio","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.487,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.09,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.421,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.877,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.155,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.845,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.189,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.712,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.108,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.043,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.597,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.425,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.098,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.984,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.486,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.543,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.005,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",30.571,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",28.43,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.584,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.965,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.903,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.039,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.039,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.025,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.269,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.426,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",24.202,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",24.268,,
"ITD36","Padova","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.766,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",22.462,,
"ITD58","Forlì-Cesena","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.231,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",21.621,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.318,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.625,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.932,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.795,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.976,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.878,,
