"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"ITD58","Forlì-Cesena","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.674,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",21.003,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.544,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.306,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.615,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.253,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.355,,
"ITD36","Padova","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",59.092,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.341,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.986,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.252,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",54.892,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.651,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.83,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",54.67,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.676,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.039,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.851,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.372,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.159,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.603,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",49.431,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.537,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.326,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.073,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.857,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.608,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.572,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.864,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",44.128,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.876,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.919,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.916,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.952,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.995,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.748,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.154,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.794,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.864,,
"ITF32","Benevento","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.638,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.07,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.081,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.866,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",37.432,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.728,,
"ITF31","Caserta","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",35.829,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.219,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.956,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.302,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.142,,
"ITE33","Macerata","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.993,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",33.045,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.316,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.082,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",31.288,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.582,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.662,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",28.768,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.587,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.83,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.424,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.793,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.017,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.142,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.424,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.974,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.072,,
"ITC17","Asti","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",21.67,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",22.453,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",22.236,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",61.493,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",61.855,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",61.282,,
"ITD44","Trieste","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.428,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.976,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",61.592,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.691,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.603,,
"ITD36","Padova","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",57.118,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.834,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",54.669,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.365,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.657,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.818,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.158,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.781,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.729,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",51.955,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.067,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.754,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.767,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.102,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.116,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.562,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.888,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.731,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.827,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.587,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",44.858,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.849,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.817,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.922,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",42.933,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.55,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.646,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.93,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.887,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.665,,
"ITD42","Udine","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.032,,
"ITD44","Trieste","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.847,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.328,,
"ITD43","Gorizia","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.189,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.872,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.33,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.285,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.441,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.536,,
"ITD54","Modena","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.627,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",32.11,,
"ITC42","Como","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.441,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.516,,
"ITD58","Forlì-Cesena","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.44,,
"ITD37","Rovigo","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",27.871,,
"ITD44","Trieste","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.783,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.828,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.035,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.057,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",25.61,,
"ITE11","Massa-Carrara","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",25.71,,
"ITE31","Pesaro e Urbino","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.378,,
"ITE42","Rieti","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.673,,
"ITE44","Latina","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.795,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",23.684,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",24.264,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.305,,
"ITE16","Livorno","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.407,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.535,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.657,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.784,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",21.387,,
"ITD31","Verona","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",64.001,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.574,,
"ITD34","Treviso","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",62.285,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.286,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",60.59,,
"ITE21","Perugia","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.604,,
"ITE41","Viterbo","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.58,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.652,,
"ITD51","Piacenza","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.355,,
"ITE14","Firenze","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",56.32,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.666,,
"ITD33","Belluno","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.706,,
"ITD58","Forlì-Cesena","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.465,,
"ITE34","Ascoli Piceno","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.713,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.465,,
"ITD52","Parma","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.689,,
"ITE12","Lucca","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.108,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.531,,
"ITD53","Reggio nell'Emilia","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.777,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.83,,
"ITE19","Siena","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.785,,
"ITE32","Ancona","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.628,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.884,,
"ITE1A","Grosseto","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",47.049,,
"ITC4B","Mantova","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.139,,
"ITD36","Padova","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.316,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.785,,
"ITE13","Pistoia","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.601,,
"ITE43","Roma","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.467,,
"ITD55","Bologna","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.947,,
"ITE18","Arezzo","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.623,,
"ITE45","Frosinone","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.159,,
